
INFO  | New session: 19/12/2565 23:53:51
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
WARN  | vscode-loader: Package C:\Users\Belld\AppData\Local\nvim-data\site\pack\packer\start\markdown-preview.nvim\package.json does not contribute any snippets, skipping it
